0 0 0 21.2 27.00 26.99 99.99 0 0 1  0 0 0 21.2 27.00 26.99 99.99 0 0 1  0 0 0 01.6 27.00 27.04 99.99 0 0 1  0 0 0 999.9 27.00 26.99 25.27 0 0 1  
0 0 0 21.2 27.00 26.99 99.99 0 0 1  0 0 0 21.2 27.00 27.01 99.99 0 0 1  0 0 0 01.6 27.00 27.04 99.99 0 0 1  0 0 0 999.9 27.00 26.99 25.27 0 0 1  
0 0 0 21.2 27.00 26.99 99.99 0 0 1  0 0 0 21.2 27.00 26.99 99.99 0 0 1  0 0 0 01.6 27.00 26.99 99.99 0 0 1  0 0 0 999.9 27.00 26.99 25.27 0 0 1  
0 0 0 21.2 27.00 26.99 99.99 0 0 1  0 0 0 21.2 27.00 26.99 99.99 0 0 1  0 0 0 01.6 27.00 26.99 99.99 0 0 1  0 0 0 999.9 27.00 27.02 25.27 0 0 1  
0 0 0 21.2 27.00 26.99 99.99 0 0 1  0 0 0 21.2 27.00 26.99 99.99 0 0 1  0 0 0 01.6 27.00 26.99 99.99 0 0 1  0 0 0 999.9 27.00 26.99 25.27 0 0 1  
0 0 0 21.2 27.00 27.02 99.99 0 0 1  0 0 0 21.2 27.00 27.01 99.99 0 0 1  0 0 0 01.6 27.00 26.99 99.99 0 0 1  0 0 0 999.9 27.00 26.99 25.27 0 0 1  
0 0 0 21.2 27.00 27.02 99.99 0 0 1  0 0 0 21.2 27.00 26.99 99.99 0 0 1  0 0 0 01.6 27.00 26.99 99.99 0 0 1  0 0 0 999.9 27.00 26.99 25.27 0 0 1  
0 0 0 21.2 27.00 26.99 99.99 0 0 1  0 0 0 21.2 27.00 26.99 99.99 0 0 1  0 0 0 01.6 27.00 26.99 99.99 0 0 1  0 0 0 999.9 27.00 26.99 25.27 0 0 1  
